31.88344377	36.99438876	33.96260626	51.48972258	9.335819691	46.78162134	47.22	75.48048479	18.795125	15.61126189	14.57	18.90136412	23.02	24.66467648	17.60063736	24.44280164
32.20045301	38.36128513	34.65725326	52.10591106	9.597964562	47.42536911	46.19	75.91350553	19.28167938	15.83762519	14.65	18.88272372	23.85	25.1034908	18.0821399	25.28597992
32.16202764	40.7511491	36.43141926	51.70918697	9.511407293	47.59023134	45.57	75.48758349	19.32876529	16.00154344	14.77	18.70563994	23.46	25.22768353	17.98755904	25.25787398
32.83447147	40.6188688	35.38006163	50.78912471	9.474311321	47.0720929	47.23	74.38728488	19.4072418	16.14985042	14.93	18.89204392	23.09	25.62640885	17.93596948	25.01428914
32.52706858	40.91870414	35.13599647	51.1183213	9.565814719	48.15547329	47.37	76.79374442	20.51306755	16.46988129	14.84	19.1530095	23.8	25.70947663	19.26010146	24.78007295
33.103449	41.83584751	36.28122531	51.92021042	9.69441409	49.52932523	48.62	77.78046382	20.63944763	16.99285857	14.92	19.27417209	23.61	26.18296295	19.81039007	26.1853701
33.103449	42.60307321	36.19674122	52.2240842	9.867528627	47.67658775	46.5	79.33507928	20.32349742	16.5479376	15.09	18.82680253	24.27	25.88391896	19.42346839	26.66317112
32.26769739	40.84815465	34.68541463	50.93262066	9.483585314	46.65601202	45.41	75.23203026	20.20501609	15.80484154	14.61	17.9507038	23.57	24.70435654	18.75280414	26.29779387
32.30612275	40.84815465	35.42699724	50.57810126	9.317857558	45.46272348	44.41	74.76351601	19.5494194	15.64773575	13.81	18.34215217	23.35	24.4966871	18.94196585	26.31653116
31.14375556	40.83933596	34.83560857	51.25337631	9.481111765	45.21150483	44.78	75.32833554	20.24450987	15.74985451	13.09	17.8947826	23.25	24.26409733	18.72700937	25.49209017
30.74028927	40.9451602	35.30496466	51.19428974	10.14649634	44.79542396	44.57	74.57047643	20.43407999	15.92267087	12.98	17.8854624	22.66	24.58806166	18.63242851	26.41958629
30.6058005	42.43551817	36.30938668	51.38843132	10.53979056	44.80327454	46.35	76.4651242	20.86061278	16.24473772	12.92	18.11846738	22.6	25.0532412	18.88177804	26.60695924
30.59619416	42.55016109	36.90077534	51.89488761	10.62141767	44.5991594	48.85	77.05854218	21.27924681	16.41755408	12.93	18.09050679	21.75	25.17784286	18.52065114	27.15970945
31.39352041	42.9910954	37.37013143	52.21564326	10.75993639	45.61188454	48.87	77.83070052	21.41352565	16.66106804	13	18.32351177	23.18	25.62640885	18.77000066	27.64687912
30.29839761	41.9681278	36.45958062	50.91573879	11.39069128	44.89748153	48.43	76.19343886	20.84481527	16.07192136	12.94	17.79226041	23.5	25.10308187	18.13372945	26.62569653
29.44343331	42.49724897	36.55345184	50.08852685	11.41047967	44.66196406	48.72	76.13624195	21.14496797	15.79698625	12.96	17.79226041	23.72	25.02832087	18.37448072	27.06602297
29.71241084	42.40906211	36.74119427	50.90729785	11.83840358	44.48925124	48.9	75.79306046	20.63944763	15.83626269	12.86	17.72701901	24.52	24.75419721	18.4002755	27.62814183
30.28879127	43.47612315	37.06035641	51.00014817	12.21190941	44.01821629	49.5	75.97180082	21.6346908	16.00907905	12.93	18.10914718	24.95	25.17784286	18.30569465	28.7055363
30.36564199	42.62952927	36.54406472	50.63718783	12.01155198	44.15952677	48.95	74.19869649	21.1054742	15.94623674	12.84	17.60585642	24.57	24.88710565	18.04774686	29.32386705
30.17351518	43.13219438	37.36074431	50.31643218	12.08328489	45.4077694	49.74	74.71346871	21.21605677	15.56918286	12.94	17.61517662	24.93	25.06154798	18.43466854	29.25828651
30.25997225	43.39675497	37.68929356	50.64562877	12.50378815	45.39991882	47.14	74.64912219	21.59519703	15.66344633	13.05	17.68041802	25.12	25.23599031	18.78719718	31.0851728
30.61540684	43.79359585	38.58107012	50.89885691	12.70167204	46.89938008	47.93	76.07904503	21.98223604	16.25259301	13.27	17.9041028	26.03	25.87561218	18.56364243	31.84403326
30.76910829	44.15516199	37.89581024	50.49369188	12.23417135	46.78162134	47.36	74.04855459	21.38193063	16.31543532	13.15	17.8854624	26.49	26.09989518	18.59803547	31.82529596
30.40406735	44.05815644	38.0929398	50.5865422	12.65220106	46.05936775	47.23	74.62052373	21.13706922	16.09548723	12.03	18.09050679	26.05	25.76762407	18.30569465	30.3169437
29.40500795	42.84999642	36.08409576	49.81841683	12.30590426	45.68253979	47.29	73.45513661	20.35509244	15.6870122	11.84	17.52197463	25.23	24.88710565	17.88437993	28.9210152
29.52989038	42.13568284	35.72738513	49.80153495	12.49142041	45.70609153	47.72	75.39268207	20.48937128	15.71843336	11.45	17.66177762	25.98	24.86218532	18.15952423	29.23954922
29.30894455	40.74233041	35.33312602	50.25734561	12.38753136	45.29786124	47.05	77.55186556	20.65524514	15.71057807	11.18	17.18644746	25.6	24.31393799	18.54644591	29.80166808
29.39540161	41.50073743	35.68983665	49.0587324	12.61757138	45.48627522	47.53	77.90219666	21.0343854	15.86768385	10.81	17.52197463	26.53	24.71266332	19.07953801	29.94219779
28.95350995	41.09507786	34.90131842	48.61811543	12.45184363	44.82682629	46.78	76.3650296	20.49727004	15.60845931	10.55	17.9227432	25.73	24.25579055	18.70981285	29.39881623
28.88626557	37.70870235	34.53522068	48.95703572	12.22675071	44.61486056	46.31	75.41413091	20.44197875	15.76556509	10.6	17.70837862	24.94	24.33885833	18.29709639	28.36826499
28.37712953	36.43881153	33.32428198	47.93180184	11.98681649	44.41074542	44.68	74.91365791	19.97595219	15.80484154	10.33	17.96934419	24.18	24.62959554	18.03055034	27.76867154
