21.02984824	4.873362261	88.56
21.02176605	4.886889984	94.62
21.10258791	4.913269044	94.04
21.15916322	5.003904789	95.17
21.23998508	5.201409547	97.81
21.32888912	5.244021875	95.95
21.38546443	5.386062968	102.98
21.15916322	5.262960687	105.43
21.27231382	5.332628462	102.18
21.14299884	5.339392323	98.015
21.20765633	5.47196401	99.32
21.07025917	5.3258646	95.79
21.06217698	5.300161926	93.99
20.98943731	5.492931981	93.7
21.02176605	5.724256046	96.495
21.02176605	5.979930014	97.615
20.90826635	6.096268433	99.205
20.79476665	5.939346844	98.95
20.65694559	5.871708229	98.975
20.45426755	5.768897533	95.685
20.42994618	5.967755063	96.975
20.56776725	6.015102094	94.445
20.47048179	6.019160411	92.935
20.3975177	6.0685366	93.995
20.49480316	6.019836797	93.03
20.47858891	5.968431449	92.59
20.40562482	5.6532355	93.505
20.40562482	5.791218276	92.95
20.64883846	5.783101642	94.405
20.59208861	5.482786188	92.6
20.51912452	5.323159055	90.675
20.61640998	5.388092126	89.99
20.34076785	5.447614108	88.9
20.35698209	5.45437797	87.495
20.19483966	5.540955398	89.305
19.96784026	5.570716389	87.8
19.89487616	5.715463026	89.645
19.70841237	5.811509861	90.02
19.61923403	5.911615012	90.44
19.44898448	5.793923821	89.3
19.60301979	5.756046196	89.49
19.68409101	5.749282334	89.625
19.61923403	5.753340651	90.71
19.39223463	5.647824411	89.785
19.58680555	5.789865504	90.225
19.59491267	5.637002232	90.255
19.55437706	5.531485992	90.02
19.6435554	5.558541438	92.645
19.83812631	5.666763223	94.285
20.00026874	5.726285205	94.61
20.34887497	5.8926762	96.88
20.21916102	5.917026101	96.025
20.24348239	5.67082154	96.615
20.52723164	5.770926691	96.98
20.30023224	5.551777576	96.465
20.13808981	5.040429642	95.725
19.83001919	4.78205013	92.5
19.9840545	4.818574982	93.485
19.96784026	5.017432512	95.7
19.71651949	4.803694487	99.05
20.49480316	5.029607463	102.11
20.25158951	4.802341715	107.905
20.25969663	5.002552017	111.765
20.07323284	4.895683004	109.375
20.25969663	4.863216469	109.89
19.82191207	4.807752804	109.725
20.5110174	4.878096964	110
20.45426755	4.92814954	111.145
20.55966013	4.898388549	113.095
20.4380533	5.025549146	114.25
20.45426755	4.961968848	113.49
20.44616043	5.037724097	114.01
20.35698209	5.001199245	113.01
20.18673254	4.926796767	113.9
20.19483966	4.81722221	115.645
20.26780375	4.617011908	114.36
20.5110174	4.703589336	114.62
20.72990968	4.809105576	115.525
20.70551198	4.783402902	116.565
20.90069356	4.848335973	119.58
21.07961	5.079660039	119.59
20.93322382	5.079660039	120.805
21.02268204	5.37862272	127.725
20.94135638	5.370506086	128
20.90882612	5.381328265	130.405
21.06334487	5.511194407	129.6
21.20159848	5.486844505	133
20.98201921	5.37862272	138.635
20.99015178	5.451672425	144
20.97388665	5.416500345	143.95
20.68111429	5.173001329	140.13
20.63231889	5.129712614	145.47
20.74617481	4.943030035	146.56
20.65671659	4.994435383	139.78
20.74617481	5.093187762	143.155
20.68111429	4.844277656	141.25
20.5835235	4.856452607	141.375
20.62418633	4.86998033	139.175
20.54286067	5.022843602	137.4
20.36394423	5.137829248	138.72
20.36394423	5.182470735	140.15
20.42087219	5.087776673	143.35
20.45340245	5.121595981	143.92
20.38834192	5.21493727	144.65
